"brood_year","hatchery_location_name","tag_code","Total_Released","Phi"
2015,"FEATHER R HATCHERY","601020904",47310,1
2015,"FEATHER R HATCHERY","601020905",47661,1
1995,"FEATHER R HATCHERY","62553",51749,1
2016,"FEATHER R HATCHERY","60967",509119,0.997772622903486
2016,"FEATHER R HATCHERY","60976",520273,0.251608290262997
2016,"FEATHER R HATCHERY","60977",530780,0.248195109084743
1998,"FEATHER R HATCHERY","601060801",28125,1
2017,"FEATHER R HATCHERY","60655",1997208,0.249133790771918
2018,"FEATHER R HATCHERY","61980",1001140,0.248019258045828
2018,"FEATHER R HATCHERY","61986",332987,0.245595173385147
2016,"FEATHER R HATCHERY","60968",257264,0.986659618135456
1995,"FEATHER R HATCHERY","62537",33249,1
2016,"FEATHER R HATCHERY","60792",173397,0.249323806063542
2016,"FEATHER R HATCHERY","60969",263842,0.986658682090039
2016,"FEATHER R HATCHERY","60970",1017308,0.232726961746099
2016,"FEATHER R HATCHERY","60972",862500,0.28
1995,"FEATHER R HATCHERY","62536",35593,1
1995,"FEATHER R HATCHERY","62540",12404,1
1993,"FEATHER R HATCHERY","63817",28288,1
2016,"FEATHER R HATCHERY","60935",121858,0.249716883585813
2016,"FEATHER R HATCHERY","60938",204889,0.249198346421721
2011,"FEATHER R HATCHERY","68685",99170,0.997751336089543
2001,"FEATHER R HATCHERY","62090",491650,0.536495474422862
2001,"FEATHER R HATCHERY","62091",492750,0.537266362252664
2001,"FEATHER R HATCHERY","601070004",24173,0.989616514292806
2018,"FEATHER R HATCHERY","61979",1002130,0.248279165377745
2018,"FEATHER R HATCHERY","61978",997487,0.247806738333432
2018,"FEATHER R HATCHERY","61988",332687,0.245507038146967
2018,"FEATHER R HATCHERY","61982",332380,0.232793790240087
2018,"FEATHER R HATCHERY","61983",328789,0.24243207649891
2018,"FEATHER R HATCHERY","61984",333834,0.241787834672322
2018,"FEATHER R HATCHERY","61985",330286,0.247394682184531
2018,"FEATHER R HATCHERY","61993",214490,0.248804140053149
2018,"FEATHER R HATCHERY","61991",325142,0.24749186509279
2018,"FEATHER R HATCHERY","61990",332923,0.245299964255999
2018,"FEATHER R HATCHERY","61989",333520,0.246297073638762
2018,"FEATHER R HATCHERY","61981",334378,0.248293847083241
2001,"FEATHER R HATCHERY","601070005",26014,0.989620973322057
2001,"FEATHER R HATCHERY","601070006",26941,0.979176719498163
2001,"FEATHER R HATCHERY","601070007",25089,0.979154211008809
2001,"FEATHER R HATCHERY","601070600",9888,0.977346278317152
2001,"FEATHER R HATCHERY","601070601",10615,0.977390485162506
2001,"FEATHER R HATCHERY","601070602",10067,0.977351743319758
2001,"FEATHER R HATCHERY","601070603",11089,0.977364956262963
2001,"FEATHER R HATCHERY","601070604",9144,0.977362204724409
2001,"FEATHER R HATCHERY","601070605",9700,0.995051546391753
2001,"FEATHER R HATCHERY","601070606",10478,0.995037220843672
2001,"FEATHER R HATCHERY","601070607",10441,0.995019634134661
2001,"FEATHER R HATCHERY","601070608",11248,0.9950213371266
2001,"FEATHER R HATCHERY","601070609",8795,0.994997157475839
2001,"FEATHER R HATCHERY","601070700",26721,0.976909546798398
2001,"FEATHER R HATCHERY","601070701",26334,0.976987924356345
2001,"FEATHER R HATCHERY","601070702",26169,0.972983300852153
2001,"FEATHER R HATCHERY","601070703",25977,0.973014589829465
2001,"FEATHER R HATCHERY","601070704",25459,0.948112651714521
2001,"FEATHER R HATCHERY","601070705",25650,0.948109161793372
2018,"FEATHER R HATCHERY","61987",330745,0.24784955176949
1998,"FEATHER R HATCHERY","601060711",25000,1
2001,"FEATHER R HATCHERY","62695",45104,0.988005498403689
2001,"FEATHER R HATCHERY","62696",45471,0.985001429482527
2001,"FEATHER R HATCHERY","62699",44912,0.974995546847168
2001,"FEATHER R HATCHERY","62724",23470,0.974989348103963
2001,"FEATHER R HATCHERY","62725",23011,0.975011950806136
2001,"FEATHER R HATCHERY","62735",110175,0.970002269117313
2001,"FEATHER R HATCHERY","62736",109625,0.96999771949829
2001,"FEATHER R HATCHERY","62737",111201,0.965351031015908
2001,"FEATHER R HATCHERY","62738",109549,0.965348839332171
1998,"FEATHER R HATCHERY","601060710",26680,1
1999,"FEATHER R HATCHERY","601061104",105711,0.954498585766855
1999,"FEATHER R HATCHERY","601061108",0,NA
1998,"FEATHER R HATCHERY","601060709",26262,1
1998,"FEATHER R HATCHERY","601060802",26666,1
1998,"FEATHER R HATCHERY","601060804",25886,1
1995,"FEATHER R HATCHERY","62534",34078,1
1993,"FEATHER R HATCHERY","63815",54467,1
2000,"FEATHER R HATCHERY","601061206",26718,0.976008683284677
2000,"FEATHER R HATCHERY","601061207",26310,0.976016723679209
2000,"FEATHER R HATCHERY","601061208",26926,0.976008319096784
2000,"FEATHER R HATCHERY","601061209",26585,0.976001504607862
2000,"FEATHER R HATCHERY","601061210",27707,0.975998845057206
2000,"FEATHER R HATCHERY","601061211",26203,0.975995115063161
2000,"FEATHER R HATCHERY","601070205",9554,0.957609378270881
2000,"FEATHER R HATCHERY","601070206",9928,0.9575946817083
2000,"FEATHER R HATCHERY","601070203",9902,0.962027873156938
2000,"FEATHER R HATCHERY","601070204",9528,0.9620067170445
2000,"FEATHER R HATCHERY","601070207",9929,0.957598952563199
2000,"FEATHER R HATCHERY","601070208",9773,0.957638391486749
2000,"FEATHER R HATCHERY","601070209",9399,0.957548675390999
2000,"FEATHER R HATCHERY","601070300",10397,0.984995671828412
2000,"FEATHER R HATCHERY","601070301",10066,0.984999006556726
2000,"FEATHER R HATCHERY","601070302",9955,0.9850326469111
2000,"FEATHER R HATCHERY","601061212",26090,0.976006132617861
2000,"FEATHER R HATCHERY","601061213",27583,0.975999709966284
2000,"FEATHER R HATCHERY","601070000",25315,0.970017776022121
2000,"FEATHER R HATCHERY","601070001",22602,0.970002654632333
2000,"FEATHER R HATCHERY","601070002",25131,0.925987823803271
2000,"FEATHER R HATCHERY","601070003",24751,0.925982788574199
2000,"FEATHER R HATCHERY","601070303",9890,0.985338725985844
2000,"FEATHER R HATCHERY","601070304",9689,0.985034575291568
2000,"FEATHER R HATCHERY","601070305",10494,0.969982847341338
2000,"FEATHER R HATCHERY","601070306",9417,0.969947966443666
2000,"FEATHER R HATCHERY","601070307",10455,0.969966523194644
2000,"FEATHER R HATCHERY","601070308",9197,0.969990214200283
2000,"FEATHER R HATCHERY","601070309",10190,0.969970559371933
2000,"FEATHER R HATCHERY","601070200",9791,0.962005923807578
2000,"FEATHER R HATCHERY","601070201",10116,0.962040332147094
2000,"FEATHER R HATCHERY","601070202",9821,0.962020160879748
1977,"FEATHER R HATCHERY","66203",182949,0.900611645868521
1999,"FEATHER R HATCHERY","53829",24362,0.967982924226254
1999,"FEATHER R HATCHERY","62661",0,NA
2000,"FEATHER R HATCHERY","62669",34276,0.935990197222546
2000,"FEATHER R HATCHERY","62670",33530,0.935997614076946
2000,"FEATHER R HATCHERY","62671",33734,0.93599928855161
2000,"FEATHER R HATCHERY","62672",44875,0.936
2000,"FEATHER R HATCHERY","62673",49831,0.936003692480584
2000,"FEATHER R HATCHERY","62674",50608,0.935998261144483
2000,"FEATHER R HATCHERY","62675",45624,0.935998597229528
2000,"FEATHER R HATCHERY","62676",47031,0.935999659798856
2000,"FEATHER R HATCHERY","62664",921503,0.219311277337133
2000,"FEATHER R HATCHERY","62665",861917,0.164985723683371
1997,"FEATHER R HATCHERY","601060504",16040,0.991832917705736
1989,"FEATHER R HATCHERY","63119",54063,0.927492000073988
1984,"FEATHER R HATCHERY","66240",12264,0.887720156555773
1987,"FEATHER R HATCHERY","66260",53843,0.963987890719314
1982,"FEATHER R HATCHERY","66224",102660,0.942002727449834
1987,"FEATHER R HATCHERY","66259",57051,0.963997125379047
1986,"FEATHER R HATCHERY","66257",52678,0.984016097801739
1988,"FEATHER R HATCHERY","601140103",54267,0.974938728877587
2013,"FEATHER R HATCHERY","60448",11791,1
2013,"FEATHER R HATCHERY","60524",101098,0.994717996399533
2013,"FEATHER R HATCHERY","60525",100227,1
2013,"FEATHER R HATCHERY","60564",2118500,0.249693179136181
2013,"FEATHER R HATCHERY","60568",100654,0.958859061736245
1987,"FEATHER R HATCHERY","B61404",54329,0.943768521415818
1984,"FEATHER R HATCHERY","66238",54841,0.992997939497821
1987,"FEATHER R HATCHERY","B61403",58442,0.955836555901578
1986,"FEATHER R HATCHERY","66254",54033,0.935002683545241
1982,"FEATHER R HATCHERY","H60403",51054,0.949994123868845
1988,"FEATHER R HATCHERY","63108",52828,0.958942227606572
1985,"FEATHER R HATCHERY","66251",52511,0.913998971644037
1998,"FEATHER R HATCHERY","52326",25913,0.98699494462239
1998,"FEATHER R HATCHERY","52327",25854,0.987003945230912
1984,"FEATHER R HATCHERY","66245",53159,0.905641565868432
1983,"FEATHER R HATCHERY","66237",24850,0.948008048289738
1979,"FEATHER R HATCHERY","66212",81900,0.97
1982,"FEATHER R HATCHERY","66230",49010,0.885003060599878
1987,"FEATHER R HATCHERY","B61408",55554,0.994797854339922
1977,"FEATHER R HATCHERY","65813",102820,0.943396226415094
1988,"FEATHER R HATCHERY","63109",52284,0.989977813480223
1978,"FEATHER R HATCHERY","65816",94475,0.815199788303784
1980,"FEATHER R HATCHERY","66215",83875,0.933997019374069
1987,"FEATHER R HATCHERY","63104",54808,0.988012698876076
1978,"FEATHER R HATCHERY","66206",132146,0.833335855795862
1988,"FEATHER R HATCHERY","601140104",50715,0.952952775313024
1996,"FEATHER R HATCHERY","601060301",27385,0.868066459740734
1981,"FEATHER R HATCHERY","66222",69550,0.909000718907261
1996,"FEATHER R HATCHERY","601060215",28530,0.868068699614441
1983,"FEATHER R HATCHERY","66231",19250,0.958025974025974
1979,"FEATHER R HATCHERY","66209",93075,0.952994896588772
1986,"FEATHER R HATCHERY","66253",53071,0.938007574758343
1997,"FEATHER R HATCHERY","601060503",15460,0.991849935316947
1988,"FEATHER R HATCHERY","601110112",29353,0.98994991994004
1994,"FEATHER R HATCHERY","601140413",51869,0.978985521216912
1996,"FEATHER R HATCHERY","601060207",27265,0.910031175499725
1993,"FEATHER R HATCHERY","601140403",54108,0.936811562061063
1988,"FEATHER R HATCHERY","601110110",29267,0.980899989749547
1975,"FEATHER R HATCHERY","60108",86270,0.980004636606004
1976,"FEATHER R HATCHERY","65810",73752,0.969994034060093
1979,"FEATHER R HATCHERY","66210",92108,0.961002301645894
1982,"FEATHER R HATCHERY","H60402",50337,0.943997457138884
1998,"FEATHER R HATCHERY","601060403",51518,0.965002523389883
1982,"FEATHER R HATCHERY","H60303",49520,0.924373990306947
1984,"FEATHER R HATCHERY","66239",16594,0.887730505001808
1987,"FEATHER R HATCHERY","B61405",54257,0.943767624453988
1988,"FEATHER R HATCHERY","65805",48041,0.787098520014155
1988,"FEATHER R HATCHERY","63111",51572,0.993000077561467
1982,"FEATHER R HATCHERY","H60304",51585,0.940990598042067
1985,"FEATHER R HATCHERY","66243",105065,0.940998429543616
1983,"FEATHER R HATCHERY","66227",66600,0.94
1987,"FEATHER R HATCHERY","66250",105973,0.942004095382786
1987,"FEATHER R HATCHERY","B61402",53762,0.955842416576764
1986,"FEATHER R HATCHERY","66256",51341,0.956019555520929
1984,"FEATHER R HATCHERY","66241",23147,0.887847237222966
1999,"FEATHER R HATCHERY","601061006",27537,0.960017431092712
1998,"FEATHER R HATCHERY","601060404",52709,0.96499649016297
1982,"FEATHER R HATCHERY","66223",100100,0.926003996003996
1999,"FEATHER R HATCHERY","501020809",26972,0.994994809432004
1989,"FEATHER R HATCHERY","601140109",53607,0.987967989255135
1995,"FEATHER R HATCHERY","601060113",51069,0.979870371458223
1996,"FEATHER R HATCHERY","601060208",27526,0.910012351958149
1988,"FEATHER R HATCHERY","601110109",28061,0.980898756280959
1990,"FEATHER R HATCHERY","601140206",53864,0.967974899747512
1988,"FEATHER R HATCHERY","601110111",28039,0.989978244587895
1990,"FEATHER R HATCHERY","63128",51260,0.959500585251658
1995,"FEATHER R HATCHERY","601060109",51336,0.989948574100047
1993,"FEATHER R HATCHERY","601140408",55708,0.965929489480865
1998,"FEATHER R HATCHERY","601060910",51511,0.994001281279727
1997,"FEATHER R HATCHERY","601060513",38960,0.969994866529774
1999,"FEATHER R HATCHERY","62657",104736,0.985000381912618
1999,"FEATHER R HATCHERY","601061105",104242,0.970002494196197
1984,"FEATHER R HATCHERY","65858",25557,0.951011464569394
1980,"FEATHER R HATCHERY","65822",44400,0.897995495495496
1981,"FEATHER R HATCHERY","65834",51400,0.992003891050584
1984,"FEATHER R HATCHERY","65856",25041,0.896170280739587
1980,"FEATHER R HATCHERY","65824",50497,0.895162088836961
1983,"FEATHER R HATCHERY","65847",42750,0.94
1982,"FEATHER R HATCHERY","65844",42704,0.931997002622705
1979,"FEATHER R HATCHERY","66207",91255,0.968001753328585
1980,"FEATHER R HATCHERY","66213",103000,0.946
1980,"FEATHER R HATCHERY","65827",1082730,0.0281409030875657
1979,"FEATHER R HATCHERY","65819",1050003,0.040075123594885
1981,"FEATHER R HATCHERY","65833",25160,0.948966613672496
1978,"FEATHER R HATCHERY","66204",217234,0.833331798889677
1980,"FEATHER R HATCHERY","66216",89600,0.908404017857143
1993,"FEATHER R HATCHERY","601060102",106034,0.946649187996303
1993,"FEATHER R HATCHERY","601060101",106224,0.974902093688809
1977,"FEATHER R HATCHERY","66201",190995,0.937186837351763
1973,"FEATHER R HATCHERY","60103",176234,0.880000453941918
1975,"FEATHER R HATCHERY","60302",96723,0.950001550820384
1972,"FEATHER R HATCHERY","60102",200594,0.880001395854313
1972,"FEATHER R HATCHERY","60101",224764,0.879998576284458
1974,"FEATHER R HATCHERY","60105",101821,0.919996857229844
1998,"FEATHER R HATCHERY","501020802",27531,0.994987468671679
1991,"FEATHER R HATCHERY","601140302",53213,0.984233176103584
1999,"FEATHER R HATCHERY","601061110",19844,0.990979641201371
1993,"FEATHER R HATCHERY","601140402",53410,0.963958060288336
1992,"FEATHER R HATCHERY","601140310",55124,0.958874537406574
1999,"FEATHER R HATCHERY","601061109",19648,0.990991449511401
1991,"FEATHER R HATCHERY","601140210",53187,0.974787072028879
1993,"FEATHER R HATCHERY","601140407",53138,0.945368662727239
1998,"FEATHER R HATCHERY","501020713",26492,0.990789672353918
1992,"FEATHER R HATCHERY","63136",54171,0.951800779014602
1991,"FEATHER R HATCHERY","63130",53158,0.976598066142443
1998,"FEATHER R HATCHERY","501020712",26596,0.989998496014438
1998,"FEATHER R HATCHERY","501020801",22690,0.995019832525342
1999,"FEATHER R HATCHERY","501020803",25047,0.980995728031301
1999,"FEATHER R HATCHERY","501020804",25742,0.981003807008002
1998,"FEATHER R HATCHERY","601060908",50989,1
1997,"FEATHER R HATCHERY","601060514",39295,0.969996182720448
1998,"FEATHER R HATCHERY","601060907",53987,1
1998,"FEATHER R HATCHERY","601060909",51111,0.993993465203185
1982,"FEATHER R HATCHERY","65841",42050,0.94499405469679
1982,"FEATHER R HATCHERY","H60401",50178,0.943979433217745
1998,"FEATHER R HATCHERY","501020709",26040,0.984984639016897
1999,"FEATHER R HATCHERY","601061004",24651,0.975984747069084
1998,"FEATHER R HATCHERY","501020711",25097,0.985018129656931
1998,"FEATHER R HATCHERY","501020710",28369,0.984983608868836
1999,"FEATHER R HATCHERY","601060913",26112,0.974992340686274
1997,"FEATHER R HATCHERY","601060511",21832,0.976181751557347
1998,"FEATHER R HATCHERY","501020708",25801,0.985000581372815
1982,"FEATHER R HATCHERY","H60305",50230,0.914991041210432
1990,"FEATHER R HATCHERY","601140205",54407,0.869171246346977
1990,"FEATHER R HATCHERY","63127",51784,0.882627838714661
1999,"FEATHER R HATCHERY","601060912",28219,0.975016832630497
1997,"FEATHER R HATCHERY","601060512",23414,0.976168104552832
1999,"FEATHER R HATCHERY","601061003",26949,0.975991688003265
1989,"FEATHER R HATCHERY","601140113",54006,0.964226197089212
1992,"FEATHER R HATCHERY","601140306",53499,0.9348959793641
1994,"FEATHER R HATCHERY","63148",53342,0.964005849049529
1996,"FEATHER R HATCHERY","601060302",26784,0.884893966547192
1994,"FEATHER R HATCHERY","601140504",53444,0.967405134346232
1994,"FEATHER R HATCHERY","601140501",51886,0.980013876575569
1992,"FEATHER R HATCHERY","63135",52729,0.984979802385784
1989,"FEATHER R HATCHERY","601140112",54334,0.948227629108845
1991,"FEATHER R HATCHERY","63134",54036,0.979550669923755
1996,"FEATHER R HATCHERY","601060303",28334,0.884908590386109
1992,"FEATHER R HATCHERY","63138",54357,0.967971006494104
1995,"FEATHER R HATCHERY","601060114",51620,0.949709414955444
1993,"FEATHER R HATCHERY","601140404",55448,0.914839128552878
1995,"FEATHER R HATCHERY","601060115",52780,0.979878741947707
1991,"FEATHER R HATCHERY","63132",52164,0.92889732382486
1995,"FEATHER R HATCHERY","601060205",51744,0.95071892393321
1994,"FEATHER R HATCHERY","63150",52719,0.991995295813654
1989,"FEATHER R HATCHERY","601140105",54545,0.977413145109543
1989,"FEATHER R HATCHERY","601140106",53641,0.987192632501258
1994,"FEATHER R HATCHERY","63151",52689,0.953994192336161
1991,"FEATHER R HATCHERY","601140215",51830,0.963688983214355
1993,"FEATHER R HATCHERY","63143",54537,0.987953132735574
1991,"FEATHER R HATCHERY","601140304",52628,0.977521471460059
1993,"FEATHER R HATCHERY","63141",53121,0.971969654185727
1991,"FEATHER R HATCHERY","63131",54363,0.942957526258669
1991,"FEATHER R HATCHERY","601140214",55644,0.966034073754583
1993,"FEATHER R HATCHERY","601140315",53665,0.951905338675114
1991,"FEATHER R HATCHERY","601140212",72798,0.742781395093272
1991,"FEATHER R HATCHERY","601140213",54087,0.980457411207869
1995,"FEATHER R HATCHERY","601060201",52570,0.959901084268594
1994,"FEATHER R HATCHERY","601140414",51511,0.972996059094174
1992,"FEATHER R HATCHERY","63133",53880,0.973533778767632
1991,"FEATHER R HATCHERY","601140303",53997,0.98698075819027
1992,"FEATHER R HATCHERY","601140312",56650,0.983971756398941
1984,"FEATHER R HATCHERY","65862",59178,0.403426949204096
1982,"FEATHER R HATCHERY","65845",47996,0.957996499708309
1980,"FEATHER R HATCHERY","65825",47576,0.905982007734992
1981,"FEATHER R HATCHERY","65835",25002,0.996000319974402
1984,"FEATHER R HATCHERY","65857",25729,0.946364025030122
1982,"FEATHER R HATCHERY","65838",48598,0.976994938063295
1979,"FEATHER R HATCHERY","65817",93238,0.833351208734636
1990,"FEATHER R HATCHERY","63125",52008,0.949719273957853
1990,"FEATHER R HATCHERY","601140202",54484,0.884901989574921
1990,"FEATHER R HATCHERY","63126",54243,0.929649908743985
1990,"FEATHER R HATCHERY","601140201",53505,0.955574245397626
1997,"FEATHER R HATCHERY","601060615",41225,0.986949666464524
1997,"FEATHER R HATCHERY","601060614",43525,0.987639287765652
1998,"FEATHER R HATCHERY","62635",51921,0.980008089212457
1994,"FEATHER R HATCHERY","62531",56343,0.985002573522887
1994,"FEATHER R HATCHERY","601140415",58872,0.978274901481179
1998,"FEATHER R HATCHERY","62631",51915,0.980005778676683
1994,"FEATHER R HATCHERY","62530",55742,0.985002332173227
1992,"FEATHER R HATCHERY","601141104",26429,0.979946271141549
1990,"FEATHER R HATCHERY","601140203",55674,0.86674210583037
1982,"FEATHER R HATCHERY","65839",49301,0.959006916695402
1984,"FEATHER R HATCHERY","65859",25191,0.922988368861895
1981,"FEATHER R HATCHERY","65831",48750,0.952
1982,"FEATHER R HATCHERY","65843",38982,0.961982453440049
1982,"FEATHER R HATCHERY","65842",44000,0.949
1980,"FEATHER R HATCHERY","65821",46271,0.905902184953859
1981,"FEATHER R HATCHERY","65829",30800,0.901980519480519
1980,"FEATHER R HATCHERY","65826",48100,0.910602910602911
1981,"FEATHER R HATCHERY","65832",47100,0.953991507430998
1998,"FEATHER R HATCHERY","62636",51971,0.980008081430028
1994,"FEATHER R HATCHERY","601140411",35193,0.977012474071548
1998,"FEATHER R HATCHERY","62634",51967,0.980006542613582
1998,"FEATHER R HATCHERY","62633",53024,0.980009052504526
1998,"FEATHER R HATCHERY","62637",50143,0.979997207985162
1994,"FEATHER R HATCHERY","601140410",58312,0.977003018246673
1998,"FEATHER R HATCHERY","62638",51864,0.980005398735153
1994,"FEATHER R HATCHERY","62533",32710,0.984989299908285
1994,"FEATHER R HATCHERY","62532",57018,0.984987197025501
1994,"FEATHER R HATCHERY","601140409",57981,0.97699246304824
1998,"FEATHER R HATCHERY","62632",51932,0.979993067857968
1992,"FEATHER R HATCHERY","63137",52491,0.946809929321217
1987,"FEATHER R HATCHERY","66263",54397,0.991984852105815
1988,"FEATHER R HATCHERY","601140102",52665,0.970929459793031
1987,"FEATHER R HATCHERY","63103",54159,0.995993279048727
1983,"FEATHER R HATCHERY","66229",46015,0.973986743453222
1989,"FEATHER R HATCHERY","63122",52698,0.96468556681468
1991,"FEATHER R HATCHERY","63129",53695,0.988900270043766
1982,"FEATHER R HATCHERY","65837",36004,0.961004332851905
1981,"FEATHER R HATCHERY","65830",27675,0.949990966576332
1980,"FEATHER R HATCHERY","65823",9450,0.937989417989418
1992,"FEATHER R HATCHERY","601141103",28630,0.979951100244499
1980,"FEATHER R HATCHERY","66214",75400,0.954005305039788
1990,"FEATHER R HATCHERY","601140204",54956,0.861543780478929
1998,"FEATHER R HATCHERY","501020707",25971,0.986985483808864
1997,"FEATHER R HATCHERY","601060508",21689,0.993867859283508
1997,"FEATHER R HATCHERY","601060509",17940,0.99386845039019
1981,"FEATHER R HATCHERY","66221",69750,0.872
1977,"FEATHER R HATCHERY","66202",182322,0.889925516394072
1979,"FEATHER R HATCHERY","66208",102480,0.962002341920375
1978,"FEATHER R HATCHERY","66205",192181,0.833334200571336
1980,"FEATHER R HATCHERY","66217",79500,0.859345911949686
1979,"FEATHER R HATCHERY","66211",89950,0.941000555864369
1981,"FEATHER R HATCHERY","66220",99750,0.861002506265664
1994,"FEATHER R HATCHERY","62929",52540,0.962999619337648
1982,"FEATHER R HATCHERY","H60307",51902,0.935994759354167
1982,"FEATHER R HATCHERY","66226",1e+05,0.895
1982,"FEATHER R HATCHERY","H60306",50775,0.938985721319547
1992,"FEATHER R HATCHERY","63140",53097,0.943857468406878
1994,"FEATHER R HATCHERY","601060106",52846,0.977008666691897
1995,"FEATHER R HATCHERY","601140604",51401,0.979961479348651
1994,"FEATHER R HATCHERY","62527",54321,0.983008412952633
1994,"FEATHER R HATCHERY","62528",54411,0.982999761077723
1994,"FEATHER R HATCHERY","601060104",55582,0.977006944694325
1995,"FEATHER R HATCHERY","601140602",52665,0.979967720497484
1994,"FEATHER R HATCHERY","601060105",53627,0.977007850523057
1995,"FEATHER R HATCHERY","601140601",51931,0.979954169956288
1994,"FEATHER R HATCHERY","62526",53153,0.982992493368201
1994,"FEATHER R HATCHERY","62529",43261,0.983010101477081
1994,"FEATHER R HATCHERY","601060107",39544,0.97701294760267
1995,"FEATHER R HATCHERY","601140603",52349,0.97996141282546
1992,"FEATHER R HATCHERY","63803",27134,1
1997,"FEATHER R HATCHERY","601060507",21511,0.993910092510808
1998,"FEATHER R HATCHERY","52417",26573,0.984984758965868
1999,"FEATHER R HATCHERY","62656",25264,0.989985750474984
1998,"FEATHER R HATCHERY","52325",26108,0.994982380879424
1998,"FEATHER R HATCHERY","52324",25824,0.995004646840149
1999,"FEATHER R HATCHERY","62654",20821,0.990010085970895
1994,"FEATHER R HATCHERY","601140503",51318,0.980007015082427
1996,"FEATHER R HATCHERY","601060213",26877,0.961007552926294
1990,"FEATHER R HATCHERY","601140208",52458,0.977391436959091
1987,"FEATHER R HATCHERY","B61406",52590,0.969861190340369
1992,"FEATHER R HATCHERY","63139",51817,0.960804369222456
1990,"FEATHER R HATCHERY","601140207",54197,0.948244367769434
1988,"FEATHER R HATCHERY","63110",53144,0.989989462592202
1996,"FEATHER R HATCHERY","601060209",26448,0.950998185117967
1987,"FEATHER R HATCHERY","66261",53295,0.924007880664227
1996,"FEATHER R HATCHERY","601060212",26129,0.958015997550614
1987,"FEATHER R HATCHERY","B61407",53338,0.970283850163111
1988,"FEATHER R HATCHERY","63117",51564,0.967903964005896
1996,"FEATHER R HATCHERY","601060210",26360,0.951024279210926
1996,"FEATHER R HATCHERY","601060214",27383,0.960997699302487
1996,"FEATHER R HATCHERY","601060211",26765,0.958042219316271
1992,"FEATHER R HATCHERY","601140311",55872,0.974620561282932
1992,"FEATHER R HATCHERY","601140313",53286,0.967871485943775
1997,"FEATHER R HATCHERY","601060411",27390,0.938590726542534
1997,"FEATHER R HATCHERY","601060410",27525,0.938601271571299
1997,"FEATHER R HATCHERY","601060413",27696,0.975844887348354
1997,"FEATHER R HATCHERY","601060412",26337,0.975851463720241
1988,"FEATHER R HATCHERY","63116",51676,0.962961529530149
1989,"FEATHER R HATCHERY","63123",53860,0.915781656145563
1992,"FEATHER R HATCHERY","63801",99787,1
1995,"FEATHER R HATCHERY","62936",60950,0.964971287940935
1993,"FEATHER R HATCHERY","62926",53311,0.922248691639624
1987,"FEATHER R HATCHERY","63106",52260,0.918006123230004
1987,"FEATHER R HATCHERY","63105",53750,0.917990697674419
1988,"FEATHER R HATCHERY","601140101",51573,0.993484963062067
1989,"FEATHER R HATCHERY","63121",53097,0.979528033598885
1995,"FEATHER R HATCHERY","62538",53172,1
1997,"FEATHER R HATCHERY","601060510",16600,0.993855421686747
1998,"FEATHER R HATCHERY","52416",26011,0.98500634347007
1998,"FEATHER R HATCHERY","501020706",25922,0.986999459918216
1998,"FEATHER R HATCHERY","601060803",26317,1
1999,"FEATHER R HATCHERY","62653",21137,0.990017504849316
1999,"FEATHER R HATCHERY","62649",17735,0.982012968705949
1997,"FEATHER R HATCHERY","62622",152396,0.313341557521195
1992,"FEATHER R HATCHERY","63758",2628,1
1997,"FEATHER R HATCHERY","62621",150737,0.306633407856067
1994,"FEATHER R HATCHERY","63819",59530,1
1996,"FEATHER R HATCHERY","63823",52662,0.913998708746345
1994,"FEATHER R HATCHERY","63759",1449,1
1996,"FEATHER R HATCHERY","63827",44484,0.913991547522705
1994,"FEATHER R HATCHERY","63822",37112,1
1996,"FEATHER R HATCHERY","63829",46704,0.913990236382323
1997,"FEATHER R HATCHERY","62619",151684,0.310480999973629
1992,"FEATHER R HATCHERY","63802",13543,1
1993,"FEATHER R HATCHERY","63818",43901,1
1994,"FEATHER R HATCHERY","63650",11018,1
1994,"FEATHER R HATCHERY","63718",5715,1
1995,"FEATHER R HATCHERY","62552",54092,1
1997,"FEATHER R HATCHERY","62551",50607,0.922994842610706
1997,"FEATHER R HATCHERY","601060515",13792,0.922998839907193
1998,"FEATHER R HATCHERY","501020714",26003,0.995000576856517
1987,"FEATHER R HATCHERY","63101",54324,0.970860025034975
1991,"FEATHER R HATCHERY","601140211",54326,0.987188454883481
1983,"FEATHER R HATCHERY","64209",15585,0.974013474494706
1998,"FEATHER R HATCHERY","52415",25944,0.994989207523898
1989,"FEATHER R HATCHERY","63120",52968,0.979421537532095
1988,"FEATHER R HATCHERY","63112",51877,0.983981340478439
1984,"FEATHER R HATCHERY","66235",108146,0.990891942374198
1988,"FEATHER R HATCHERY","63107",53101,0.952919907346378
1987,"FEATHER R HATCHERY","63102",53669,0.991969293260542
1999,"FEATHER R HATCHERY","501020805",23345,0.987020775326622
1995,"FEATHER R HATCHERY","601060202",51590,0.96687342508238
1993,"FEATHER R HATCHERY","63145",51162,0.976818732653141
1984,"FEATHER R HATCHERY","65860",25642,0.908938460338507
1996,"FEATHER R HATCHERY","62544",51639,0.940413253548674
1995,"FEATHER R HATCHERY","601140515",51674,0.980183457831792
1996,"FEATHER R HATCHERY","62541",53580,0.982997387084733
1995,"FEATHER R HATCHERY","601140605",54621,0.979952765419893
1996,"FEATHER R HATCHERY","62543",53973,0.94039612398792
1996,"FEATHER R HATCHERY","62542",53506,0.983011251074646
