"record_code","tag_code_or_release_id","brood_year","hatchery_location_name","cwt_1st_mark_count","cwt_2nd_mark_count","non_cwt_1st_mark_count","non_cwt_2nd_mark_count","Total_Released","Phi"
"T","56624",2021,"COLEMAN NFH",109067,0,275,321138,430480,0.253361364058725
"T","56625",2021,"COLEMAN NFH",103188,0,2827,317912,423927,0.243409832353212
"T","56626",2021,"COLEMAN NFH",111360,0,896,336995,449251,0.247879247903733
"T","56627",2021,"COLEMAN NFH",112588,0,1478,358335,472401,0.238331417588024
"T","56629",2021,"COLEMAN NFH",84123,0,2615,436,87174,0.965001032417923
"T","56630",2021,"COLEMAN NFH",82448,850,850,0,84148,0.979797499643485
"T","56631",2021,"COLEMAN NFH",78320,402,1205,401,80328,0.975002489791853
"N","!0720211202",2021,"COLEMAN NFH",0,0,615426,0,615426,0
"N","!0720211203",2021,"COLEMAN NFH",0,0,635998,0,635998,0
"N","!0720220101",2021,"COLEMAN NFH",0,0,607605,0,607605,0
"T","H50106",1984,"COLEMAN NFH",23378,0,453,0,23831,0.98099114598632
"T","H50207",1979,"COLEMAN NFH",21624,0,5272,0,26896,0.803985722784057
"T","H50406",1985,"COLEMAN NFH",23669,0,293,0,23962,0.987772306151406
"T","H50306",1979,"COLEMAN NFH",21836,0,3321,0,25157,0.867989028898517
"T","50948",1984,"COLEMAN NFH",21943,0,289,0,22232,0.987000719683339
"T","H50405",1985,"COLEMAN NFH",27606,0,364,0,27970,0.986986056489095
"T","H50301",1979,"COLEMAN NFH",25618,0,2534,0,28152,0.909988633134413
"T","50949",1984,"COLEMAN NFH",20460,0,269,0,20729,0.987023011240291
"T","H50107",1984,"COLEMAN NFH",23519,0,310,0,23829,0.986990641655126
"T","H50305",1979,"COLEMAN NFH",21786,0,4336,0,26122,0.834009647040808
"T","H50303",1979,"COLEMAN NFH",23908,0,4219,0,28127,0.850001777651367
"T","H50206",1979,"COLEMAN NFH",22121,0,5393,0,27514,0.803990695645853
"T","54204",1984,"COLEMAN NFH",10610,0,206,0,10816,0.980954142011834
"T","H50407",1985,"COLEMAN NFH",22719,0,276,0,22995,0.987997390737117
"T","51842",1987,"COLEMAN NFH",51651,0,1270,0,52921,0.976001965193401
"T","501010104",1990,"COLEMAN NFH",43750,0,5427,0,49177,0.889643532545702
"T","52830",1991,"COLEMAN NFH",54055,0,823,0,54878,0.985003097780531
"T","52058",1989,"COLEMAN NFH",52446,0,370,0,52816,0.992994547106937
"T","55694",2013,"COLEMAN NFH",107940,0,325194,0,433134,0.249206942886035
"T","55695",2013,"COLEMAN NFH",108496,0,326477,0,434973,0.249431573913783
"T","55696",2013,"COLEMAN NFH",113008,0,549,341848,455405,0.248148351467375
"T","55697",2013,"COLEMAN NFH",208978,0,627515,0,836493,0.249826358379568
"T","55698",2013,"COLEMAN NFH",196513,0,590053,0,786566,0.24983663163676
"T","55699",2013,"COLEMAN NFH",215501,0,647090,0,862591,0.249829873022093
"T","55704",2013,"COLEMAN NFH",216603,0,650828,0,867431,0.249706316698389
"T","55705",2013,"COLEMAN NFH",207787,527,2108,634127,844549,0.246033089850322
"T","55706",2013,"COLEMAN NFH",213633,0,1048,645265,859946,0.248426063962156
"T","55707",2013,"COLEMAN NFH",315997,0,948620,0,1264617,0.24987565405178
"T","55708",2013,"COLEMAN NFH",304012,0,913134,0,1217146,0.249774472413334
"T","55709",2013,"COLEMAN NFH",409680,0,1230177,0,1639857,0.249826661715015
"T","55795",2014,"COLEMAN NFH",115207,0,345862,0,461069,0.249869325415502
"T","55796",2014,"COLEMAN NFH",91680,0,275419,0,367099,0.249741895238069
"T","55797",2014,"COLEMAN NFH",102470,0,257,308467,411194,0.249201107020044
"T","55799",2014,"COLEMAN NFH",113039,0,339408,0,452447,0.249839207686204
"T","55804",2014,"COLEMAN NFH",109600,0,304,330097,440001,0.249090342976493
"T","55780",2014,"COLEMAN NFH",105661,266,318086,0,424013,0.249192831351869
"T","501040109",2003,"COLEMAN NFH",74407,755,378,327850,403390,0.184454250229307
"T","501030104",2003,"COLEMAN NFH",49815,0,250,0,50065,0.995006491560971
"N","!07190000105",1999,"COLEMAN NFH",0,0,0,0,0,NA
"N","!07190000109",1999,"COLEMAN NFH",0,0,0,0,0,NA
"N","!07190000110",1999,"COLEMAN NFH",0,0,0,0,0,NA
"N","!07190000111",1999,"COLEMAN NFH",0,0,0,0,0,NA
"N","!07200400051",2003,"COLEMAN NFH",0,0,5477399,0,5477399,0
"N","!07200400052",2003,"COLEMAN NFH",0,0,6614040,0,6614040,0
"T","501020110",2004,"COLEMAN NFH",21369,0,109,0,21478,0.994925039575379
"N","!07200500401",2004,"COLEMAN NFH",0,0,6097731,0,6097731,0
"N","!07200500402",2004,"COLEMAN NFH",0,0,5609155,0,5609155,0
"N","!07199900208",1998,"COLEMAN NFH",0,0,3510,0,3510,0
"T","501040108",2003,"COLEMAN NFH",67636,0,338471,0,406107,0.1665472400131
"T","501030103",2003,"COLEMAN NFH",50196,0,0,0,50196,1
"N","!07200600401",2005,"COLEMAN NFH",0,0,6600075,0,6600075,0
"T","501040707",2005,"COLEMAN NFH",24297,0,623,0,24920,0.975
"T","501040708",2005,"COLEMAN NFH",24124,0,649,0,24773,0.973802123279377
"T","501040709",2005,"COLEMAN NFH",25275,0,255,0,25530,0.990011750881316
"T","501040703",2005,"COLEMAN NFH",24123,0,367,0,24490,0.98501429154757
"T","501040807",2006,"COLEMAN NFH",25761,0,392,0,26153,0.985011279776699
"T","53798",2006,"COLEMAN NFH",64093,0,1870,146301,212264,0.30194945916406
"T","501040804",2006,"COLEMAN NFH",23745,649,1557,0,25951,0.914993641863512
"N","!0720070402",2006,"COLEMAN NFH",0,0,1,0,1,0
"T","501040801",2006,"COLEMAN NFH",22756,0,948,0,23704,0.960006749915626
"T","501040802",2006,"COLEMAN NFH",24560,0,0,0,24560,1
"T","501040803",2006,"COLEMAN NFH",25800,130,0,0,25930,0.994986502121095
"T","501040805",2006,"COLEMAN NFH",24624,0,1160,0,25784,0.955010859447719
"T","501040806",2006,"COLEMAN NFH",24698,0,376,0,25074,0.985004387014437
"T","501040808",2006,"COLEMAN NFH",24164,0,1272,0,25436,0.949992137128479
"N","!0720070401",2006,"COLEMAN NFH",0,0,1,0,1,0
"T","53794",2006,"COLEMAN NFH",1278401,0,3825433,0,5103834,0.250478561802755
"T","53795",2006,"COLEMAN NFH",1432683,0,1856,4252400,5686939,0.251925156925369
"T","53796",2006,"COLEMAN NFH",64885,0,783,171202,236870,0.273926626419555
"T","53797",2006,"COLEMAN NFH",46377,0,560,189933,236870,0.195790940178157
"T","53799",2006,"COLEMAN NFH",39208,0,1144,171912,212264,0.184713375796178
"T","53864",2006,"COLEMAN NFH",64665,0,544,147071,212280,0.304621254946297
"T","54887",2008,"COLEMAN NFH",115967,0,348232,0,464199,0.249821735936527
"T","54870",2008,"COLEMAN NFH",126145,0,378820,0,504965,0.249809392730189
"T","54871",2008,"COLEMAN NFH",137800,353,353,415712,554218,0.248638622347163
"T","54872",2008,"COLEMAN NFH",119391,0,358513,0,477904,0.249822140011383
"T","54873",2008,"COLEMAN NFH",129807,0,389689,0,519496,0.24987102884334
"T","54874",2008,"COLEMAN NFH",118116,0,354644,0,472760,0.249843472374989
"T","54875",2008,"COLEMAN NFH",112979,0,339299,0,452278,0.24979990183029
"T","54876",2008,"COLEMAN NFH",105755,0,317638,0,423393,0.249779755451791
"T","54877",2008,"COLEMAN NFH",108337,0,325459,0,433796,0.249741814124612
"T","54878",2008,"COLEMAN NFH",118706,0,356319,0,475025,0.24989421609389
"T","54879",2008,"COLEMAN NFH",107781,0,267,324437,432485,0.249213267512168
"T","54880",2008,"COLEMAN NFH",119514,0,358696,0,478210,0.249919491436816
"T","54882",2008,"COLEMAN NFH",118755,0,306,357300,476361,0.249296227021104
"T","54883",2008,"COLEMAN NFH",108863,0,326820,0,435683,0.249867449498833
"T","54884",2008,"COLEMAN NFH",115782,0,287,348496,464565,0.249226695941365
"T","54885",2008,"COLEMAN NFH",114739,0,344500,0,459239,0.249845940784646
"T","54886",2008,"COLEMAN NFH",109292,0,271,328915,438478,0.249253098217014
"T","54888",2008,"COLEMAN NFH",124628,312,375046,0,499986,0.249262979363422
"T","54889",2008,"COLEMAN NFH",113350,0,340285,0,453635,0.249870490592657
"T","54890",2008,"COLEMAN NFH",109171,0,327691,0,436862,0.249898137169175
"T","54892",2008,"COLEMAN NFH",120927,0,315,363879,485121,0.249271831151403
"T","54893",2008,"COLEMAN NFH",118917,0,357073,0,475990,0.249830878799975
"T","55182",2009,"COLEMAN NFH",86302,215,260628,0,347145,0.248605049763067
"T","55188",2009,"COLEMAN NFH",117670,0,311,355427,473408,0.248559382181966
"T","55195",2009,"COLEMAN NFH",112693,788,1182,347451,462114,0.243864068173654
"T","55223",2009,"COLEMAN NFH",101711,0,305381,0,407092,0.249847700274139
"T","55196",2009,"COLEMAN NFH",105240,0,316941,0,422181,0.249276968883015
"T","55198",2009,"COLEMAN NFH",103920,0,0,311941,415861,0.249891189604219
"T","55193",2009,"COLEMAN NFH",117720,0,0,353357,471077,0.249895452335818
"T","55179",2009,"COLEMAN NFH",95975,231,463,291424,388093,0.247298972153582
"T","55180",2009,"COLEMAN NFH",88137,0,0,265541,353678,0.249201250855298
"T","55181",2009,"COLEMAN NFH",95007,244,286921,0,382172,0.248597490135332
"T","55183",2009,"COLEMAN NFH",116291,282,0,349904,466477,0.249296321147666
"T","55184",2009,"COLEMAN NFH",114091,0,347008,0,461099,0.24743276389669
"T","55185",2009,"COLEMAN NFH",108389,0,0,325252,433641,0.249950996331066
"T","55186",2009,"COLEMAN NFH",105794,0,0,317531,423325,0.249912006141853
"T","55187",2009,"COLEMAN NFH",118588,309,356835,0,475732,0.249274801779153
"T","55189",2009,"COLEMAN NFH",112440,0,0,337542,449982,0.249876661733136
"T","55190",2009,"COLEMAN NFH",99672,0,0,304467,404139,0.24662801659825
"T","55191",2009,"COLEMAN NFH",104281,0,0,313051,417332,0.249875398962936
"T","55192",2009,"COLEMAN NFH",116800,0,0,350569,467369,0.249909600337207
"T","55194",2009,"COLEMAN NFH",111590,0,0,336094,447684,0.249260639200865
"T","55197",2009,"COLEMAN NFH",107617,0,0,323139,430756,0.249832852009026
"T","55199",2009,"COLEMAN NFH",99659,0,0,300079,399738,0.249310798573065
"T","55221",2009,"COLEMAN NFH",109482,0,550,330261,440293,0.248657144219872
"T","55222",2009,"COLEMAN NFH",110067,0,788,332792,443647,0.248095896061508
"T","55224",2009,"COLEMAN NFH",94403,0,243,285087,379733,0.248603624125372
"T","55225",2009,"COLEMAN NFH",90698,0,0,272183,362881,0.249938685133694
"T","55226",2009,"COLEMAN NFH",89598,0,224,269640,359462,0.2492558323272
"T","55227",2009,"COLEMAN NFH",45226,0,578,137546,183350,0.246664848650123
"T","55384",2010,"COLEMAN NFH",119435,0,358570,0,478005,0.249861403123398
"T","55369",2010,"COLEMAN NFH",107520,0,284,323679,431483,0.249187105865121
"T","55370",2010,"COLEMAN NFH",114941,0,345289,0,460230,0.249746865697586
"T","55371",2010,"COLEMAN NFH",102080,0,306520,0,408600,0.24982868330886
"T","55372",2010,"COLEMAN NFH",107843,0,323813,0,431656,0.249835517171081
"T","55373",2010,"COLEMAN NFH",116619,0,350064,0,466683,0.249889111023971
"T","55374",2010,"COLEMAN NFH",113603,0,633,342919,457155,0.248499961719767
"T","55375",2010,"COLEMAN NFH",116346,0,349196,0,465542,0.24991515266077
"T","55376",2010,"COLEMAN NFH",112097,0,336585,0,448682,0.249836186876229
"T","55377",2010,"COLEMAN NFH",114891,236,59,346589,461775,0.24880298846841
"T","55381",2010,"COLEMAN NFH",113938,578,289,347004,461809,0.246721047012943
"T","55382",2010,"COLEMAN NFH",102858,481,311437,0,414776,0.247984454259649
"T","55383",2010,"COLEMAN NFH",101916,0,305862,0,407778,0.249930109029913
"T","55385",2010,"COLEMAN NFH",116099,0,348473,0,464572,0.249905289169386
"T","55386",2010,"COLEMAN NFH",116363,0,349515,0,465878,0.249771399379237
"T","55387",2010,"COLEMAN NFH",109050,0,327457,0,436507,0.249824172350043
"T","55388",2010,"COLEMAN NFH",111886,0,335955,0,447841,0.249834204550276
"T","55389",2010,"COLEMAN NFH",120305,0,299,362276,482880,0.249140573227303
"T","55390",2010,"COLEMAN NFH",118874,0,603,358670,478147,0.24861391998695
"T","55392",2010,"COLEMAN NFH",114286,0,343152,0,457438,0.249839322487419
"T","55393",2010,"COLEMAN NFH",119307,834,360676,0,480817,0.248133905415158
"T","55394",2010,"COLEMAN NFH",110103,0,330610,0,440713,0.249829253958926
"T","55395",2010,"COLEMAN NFH",122856,0,368790,0,491646,0.249887113899025
"T","55396",2010,"COLEMAN NFH",117642,0,353084,0,470726,0.249916087065512
"T","55391",2010,"COLEMAN NFH",118990,0,357168,0,476158,0.249896042910126
"T","55505",2011,"COLEMAN NFH",115185,0,345817,0,461002,0.249857918186906
"T","55506",2011,"COLEMAN NFH",101112,0,303721,0,404833,0.249762247642855
"T","55495",2011,"COLEMAN NFH",120615,112,307,363770,484804,0.248791264098481
"T","55521",2011,"COLEMAN NFH",110545,0,331877,0,442422,0.249863252731555
"T","55507",2011,"COLEMAN NFH",112234,0,336869,0,449103,0.249907036915808
"T","55525",2011,"COLEMAN NFH",116492,0,349705,0,466197,0.249877197836966
"T","55496",2011,"COLEMAN NFH",111444,103,284,336141,447972,0.24877447697624
"T","55497",2011,"COLEMAN NFH",106881,99,272,322357,429609,0.248786687429733
"T","55498",2011,"COLEMAN NFH",118364,110,301,357069,475844,0.248745387143686
"T","55499",2011,"COLEMAN NFH",117986,109,300,355863,474258,0.248780199806856
"T","55504",2011,"COLEMAN NFH",109094,0,327556,0,436650,0.24984312378335
"T","55508",2011,"COLEMAN NFH",117215,109,298,353540,471162,0.248778551750778
"T","55509",2011,"COLEMAN NFH",104717,97,267,316136,421217,0.24860582550087
"T","55510",2011,"COLEMAN NFH",120103,111,306,362263,482783,0.248772222717038
"T","55511",2011,"COLEMAN NFH",107344,99,273,323773,431489,0.248775750946142
"T","55512",2011,"COLEMAN NFH",104962,97,267,316520,421846,0.248815918605368
"T","55513",2011,"COLEMAN NFH",115993,0,999,351136,468128,0.247780521566751
"T","55515",2011,"COLEMAN NFH",116318,0,1002,352214,469534,0.247730728765116
"T","55516",2011,"COLEMAN NFH",93426,0,805,282885,377116,0.247738096500811
"T","55517",2011,"COLEMAN NFH",113261,0,596,341821,455678,0.248554900609641
"T","55518",2011,"COLEMAN NFH",96596,0,289966,0,386562,0.249884882632023
"T","55519",2011,"COLEMAN NFH",119684,0,359201,0,478885,0.249922215145599
"T","55520",2011,"COLEMAN NFH",111093,0,333472,0,444565,0.249891466939593
"T","55522",2011,"COLEMAN NFH",118451,0,355545,0,473996,0.249898733322644
"T","55523",2011,"COLEMAN NFH",126404,0,379458,0,505862,0.249878425341299
"T","55524",2011,"COLEMAN NFH",119849,0,359755,0,479604,0.249891577217871
"T","55526",2011,"COLEMAN NFH",107431,0,322443,0,429874,0.24991276513583
"N","!07201301150",2012,"COLEMAN NFH",0,0,1150,0,1150,0
